02012023;540;B;GBP;6,4340;6,4369;1,2042;1,2046
03012023;540;B;GBP;6,4541;6,4570;1,2007;1,2011
04012023;540;B;GBP;6,5583;6,5612;1,2044;1,2048
05012023;540;B;GBP;6,4170;6,4204;1,1879;1,1884
06012023;540;B;GBP;6,3651;6,3685;1,2044;1,2049
09012023;540;B;GBP;6,4565;6,4593;1,2191;1,2195
10012023;540;B;GBP;6,3632;6,3660;1,2146;1,2150
11012023;540;B;GBP;6,3062;6,3090;1,2124;1,2128
12012023;540;B;GBP;6,2464;6,2492;1,2154;1,2158
13012023;540;B;GBP;6,2462;6,2490;1,2214;1,2218
16012023;540;B;GBP;6,2368;6,2396;1,2203;1,2207
17012023;540;B;GBP;6,2860;6,2888;1,2278;1,2282
18012023;540;B;GBP;6,3074;6,3102;1,2391;1,2395
19012023;540;B;GBP;6,4427;6,4455;1,2357;1,2361
20012023;540;B;GBP;6,4294;6,4312;1,2369;1,2371
23012023;540;B;GBP;6,4199;6,4248;1,2366;1,2374
24012023;540;B;GBP;6,3646;6,3674;1,2313;1,2317
25012023;540;B;GBP;6,3055;6,3083;1,2355;1,2359
26012023;540;B;GBP;6,2937;6,2970;1,2354;1,2359
27012023;540;B;GBP;6,2715;6,2743;1,2355;1,2359
30012023;540;B;GBP;6,3070;6,3103;1,2378;1,2383
31012023;540;B;GBP;6,2734;6,2767;1,2304;1,2309
01022023;540;B;GBP;6,2496;6,2529;1,2323;1,2328
02022023;540;B;GBP;6,1326;6,1343;1,2291;1,2293
03022023;540;B;GBP;6,1759;6,1772;1,2104;1,2105
06022023;540;B;GBP;6,2165;6,2198;1,2011;1,2016
07022023;540;B;GBP;6,2068;6,2096;1,2008;1,2012
08022023;540;B;GBP;6,2847;6,2859;1,2079;1,2080
09022023;540;B;GBP;6,3655;6,3667;1,2169;1,2170
10022023;540;B;GBP;6,3418;6,3430;1,2075;1,2076
13022023;540;B;GBP;6,2893;6,2921;1,2135;1,2139
14022023;540;B;GBP;6,2594;6,2622;1,2154;1,2158
15022023;540;B;GBP;6,2700;6,2712;1,2003;1,2004
16022023;540;B;GBP;6,2964;6,2997;1,2010;1,2015
17022023;540;B;GBP;6,2386;6,2414;1,1996;1,2000
22022023;540;B;GBP;6,2446;6,2459;1,2073;1,2074
23022023;540;B;GBP;6,1702;6,1729;1,2022;1,2026
24022023;540;B;GBP;6,1831;6,1859;1,1940;1,1944
27022023;540;B;GBP;6,2469;6,2503;1,2024;1,2029
28022023;540;B;GBP;6,3038;6,3066;1,2106;1,2110
01032023;540;B;GBP;6,2524;6,2546;1,2009;1,2012
02032023;540;B;GBP;6,2239;6,2272;1,1952;1,1957
03032023;540;B;GBP;6,2307;6,2335;1,1975;1,1979
06032023;540;B;GBP;6,2487;6,2515;1,2025;1,2029
07032023;540;B;GBP;6,1625;6,1643;1,1875;1,1877
08032023;540;B;GBP;6,0820;6,0832;1,1837;1,1838
09032023;540;B;GBP;6,1149;6,1172;1,1909;1,1912
10032023;540;B;GBP;6,2677;6,2705;1,2096;1,2100
13032023;540;B;GBP;6,3690;6,3718;1,2156;1,2160
14032023;540;B;GBP;6,3586;6,3599;1,2145;1,2146
15032023;540;B;GBP;6,3724;6,3752;1,2029;1,2033
16032023;540;B;GBP;6,4024;6,4052;1,2106;1,2110
17032023;540;B;GBP;6,3934;6,3963;1,2138;1,2142
20032023;540;B;GBP;6,4286;6,4314;1,2254;1,2258
21032023;540;B;GBP;6,3938;6,3966;1,2193;1,2197
22032023;540;B;GBP;6,4376;6,4404;1,2229;1,2233
23032023;540;B;GBP;6,4825;6,4853;1,2318;1,2322
24032023;540;B;GBP;6,4673;6,4707;1,2222;1,2227
27032023;540;B;GBP;6,4193;6,4227;1,2274;1,2279
28032023;540;B;GBP;6,3831;6,3859;1,2340;1,2344
29032023;540;B;GBP;6,3380;6,3414;1,2310;1,2315
30032023;540;B;GBP;6,3368;6,3396;1,2365;1,2369
31032023;540;B;GBP;6,2817;6,2845;1,2366;1,2370
03042023;540;B;GBP;6,2788;6,2815;1,2401;1,2405
04042023;540;B;GBP;6,3425;6,3453;1,2496;1,2500
05042023;540;B;GBP;6,2885;6,2912;1,2467;1,2471
06042023;540;B;GBP;6,3113;6,3141;1,2454;1,2458
10042023;540;B;GBP;6,2803;6,2836;1,2356;1,2361
11042023;540;B;GBP;6,2186;6,2209;1,2407;1,2410
12042023;540;B;GBP;6,1709;6,1731;1,2469;1,2472
13042023;540;B;GBP;6,1501;6,1528;1,2528;1,2532
14042023;540;B;GBP;6,1396;6,1408;1,2416;1,2417
17042023;540;B;GBP;6,1062;6,1074;1,2357;1,2358
18042023;540;B;GBP;6,1693;6,1705;1,2420;1,2421
19042023;540;B;GBP;6,2763;6,2776;1,2438;1,2439
20042023;540;B;GBP;6,2841;6,2869;1,2446;1,2450
24042023;540;B;GBP;6,3009;6,3036;1,2455;1,2459
25042023;540;B;GBP;6,2717;6,2745;1,2393;1,2397
26042023;540;B;GBP;6,3143;6,3155;1,2484;1,2485
27042023;540;B;GBP;6,2530;6,2542;1,2470;1,2471
28042023;540;B;GBP;6,2891;6,2919;1,2578;1,2582
02052023;540;B;GBP;6,2765;6,2792;1,2471;1,2475
03052023;540;B;GBP;6,2992;6,3020;1,2543;1,2547
04052023;540;B;GBP;6,3006;6,3033;1,2576;1,2580
05052023;540;B;GBP;6,2838;6,2865;1,2646;1,2650
08052023;540;B;GBP;6,2754;6,2781;1,2629;1,2633
09052023;540;B;GBP;6,3076;6,3109;1,2615;1,2620
10052023;540;B;GBP;6,2471;6,2499;1,2610;1,2614
11052023;540;B;GBP;6,2103;6,2130;1,2498;1,2502
12052023;540;B;GBP;6,1348;6,1365;1,2462;1,2464
15052023;540;B;GBP;6,1484;6,1511;1,2523;1,2527
16052023;540;B;GBP;6,1346;6,1373;1,2490;1,2494
17052023;540;B;GBP;6,1745;6,1777;1,2472;1,2477
18052023;540;B;GBP;6,1654;6,1681;1,2420;1,2424
19052023;540;B;GBP;6,2111;6,2138;1,2459;1,2463
22052023;540;B;GBP;6,1700;6,1727;1,2421;1,2425
23052023;540;B;GBP;6,1678;6,1710;1,2418;1,2423
24052023;540;B;GBP;6,1162;6,1189;1,2364;1,2368
25052023;540;B;GBP;6,1580;6,1608;1,2320;1,2324
26052023;540;B;GBP;6,1823;6,1851;1,2338;1,2342
29052023;540;B;GBP;6,1736;6,1763;1,2360;1,2364
30052023;540;B;GBP;6,2723;6,2750;1,2399;1,2403
31052023;540;B;GBP;6,3141;6,3169;1,2392;1,2396
01062023;540;B;GBP;6,3091;6,3119;1,2532;1,2536
02062023;540;B;GBP;6,1767;6,1794;1,2465;1,2469
05062023;540;B;GBP;6,1222;6,1250;1,2436;1,2440
06062023;540;B;GBP;6,1184;6,1211;1,2414;1,2418
07062023;540;B;GBP;6,1131;6,1158;1,2447;1,2451
09062023;540;B;GBP;6,1517;6,1544;1,2576;1,2580
12062023;540;B;GBP;6,0964;6,1001;1,2486;1,2492
13062023;540;B;GBP;6,1183;6,1210;1,2608;1,2612
14062023;540;B;GBP;6,1500;6,1532;1,2692;1,2697
15062023;540;B;GBP;6,1514;6,1541;1,2758;1,2762
16062023;540;B;GBP;6,1861;6,1888;1,2813;1,2817
19062023;540;B;GBP;6,1142;6,1154;1,2792;1,2793
20062023;540;B;GBP;6,0998;6,1024;1,2728;1,2732
21062023;540;B;GBP;6,0850;6,0876;1,2733;1,2737
22062023;540;B;GBP;6,0855;6,0881;1,2746;1,2750
23062023;540;B;GBP;6,0678;6,0705;1,2696;1,2700
